event_id,user_id,campaign_id,event_type,event_time,device_type,location
e4b30a25-d2b8-4654-ab38-c3702ccbaa17,U02070,C015,open,2025-06-18T17:41:58.815996,mobile,Rocha do Sul/AC
48c1b1d0-bc96-468b-8816-01cebcea4f28,U03713,C008,open,2025-06-11T17:27:58.815996,desktop,Nascimento/AM
f3efbf88-dec5-42fa-b1e4-4b135b1d84da,U04176,C009,open,2025-06-12T17:39:58.815996,tablet,da Cruz/RR
9b50346f-1751-4d8c-9ff4-329901472ade,U01497,C021,open,2025-06-24T19:01:58.815996,tablet,da Rosa da Prata/MS
2c090acd-090a-471a-8a96-520bf3be9872,U03625,C030,open,2025-07-03T18:47:58.815996,desktop,Rocha/AL
dd0b299c-29b8-4b5d-bca3-02bdba9bef77,U01578,C001,open,2025-06-04T19:07:58.815996,mobile,Cardoso/AP
edc0f4b4-2e87-4d3b-823d-1455f7b4b9e5,U02680,C008,open,2025-06-11T19:08:58.815996,mobile,da Rosa/AP
c44d032e-9610-465f-a463-0fd756b8cdd8,U01042,C023,open,2025-06-26T17:31:58.815996,desktop,Alves da Prata/AP
77210f8c-0b79-4b3e-9a59-937aa6f19b62,U03428,C024,open,2025-06-27T19:10:58.815996,desktop,Aparecida de Carvalho/PE
fc60db83-1cf0-42db-8e34-4591e12546d1,U03998,C003,open,2025-06-06T17:20:58.815996,tablet,Lima de Minas/PA
f271f8f6-9228-46c1-b87a-25cdfeb1489a,U04441,C013,open,2025-06-16T17:49:58.815996,mobile,Nascimento de Machado/RS
617cd2a2-effe-4773-9240-1793b8fab959,U01768,C001,open,2025-06-04T18:11:58.815996,mobile,Cirino/SP
6b2c7056-48df-4486-8f43-b7aefaa8da6d,U04849,C008,open,2025-06-11T17:15:58.815996,desktop,da Paz/RJ
ebf4a808-2d19-4a88-85c9-40dcc5740caf,U01403,C025,open,2025-06-28T18:28:58.815996,desktop,Albuquerque de Costela/RO
3f67c928-a664-4f6d-963a-8830f3c4548e,U00156,C008,open,2025-06-11T16:49:58.815996,tablet,Almeida/GO
2c9165da-7a27-47eb-a0fb-757ef3b344a6,U04919,C021,open,2025-06-24T18:55:58.815996,mobile,Ramos/MA
763943e0-77c4-40d6-b054-f97e2a193472,U03133,C012,open,2025-06-15T18:38:58.815996,desktop,da Cunha de Cunha/SC
177a1652-4867-4982-9af8-f2cd9c0edd6a,U04213,C008,open,2025-06-11T16:55:58.815996,tablet,das Neves/MA
3d7117b9-89c3-4e5a-a3b7-e481f89fd68b,U02855,C027,open,2025-06-30T16:42:58.815996,mobile,Caldeira/AL
b6b3198f-eee3-43f9-b64c-bd158d733cb5,U01948,C001,open,2025-06-04T18:49:58.815996,tablet,Fonseca de Minas/AL
249ff772-dc38-4f01-801c-dc4e958959d3,U02976,C013,open,2025-06-16T19:17:58.815996,desktop,da Rocha/TO
344f5324-494e-46e9-8104-b7fd5540c9f5,U04323,C010,open,2025-06-13T18:17:58.815996,mobile,Abreu de Minas/AC
3d341cb5-e7fc-48cf-927a-a1ac0f3453af,U03758,C006,open,2025-06-09T17:55:58.815996,mobile,Camargo do Oeste/AM
447256ad-d78f-4dfa-b080-8f93f57a38f9,U03527,C013,open,2025-06-16T16:42:58.815996,desktop,Fernandes/MS
ed414369-aaba-440b-b139-2c28703bf01e,U01573,C030,open,2025-07-03T17:46:58.815996,mobile,Souza dos Dourados/RJ
9a0c365a-ae12-4954-8307-47e5b9a449ca,U00159,C002,open,2025-06-05T17:44:58.815996,desktop,Carvalho do Norte/SC
cb13f53e-4ce9-4cd1-af16-4f3db18af808,U02070,C010,open,2025-06-13T18:46:58.815996,desktop,Teixeira de Casa Grande/RO
eeb6f386-86f6-4e77-b0d3-246029d8bad3,U02486,C015,open,2025-06-18T19:06:58.815996,desktop,Rocha/ES
238442be-8457-494c-a5f0-1a888a47502c,U01189,C029,open,2025-07-02T18:56:58.815996,desktop,Lima dos Dourados/BA
c47976f0-a7fb-4e49-bd71-941b3a85dcf1,U02260,C025,open,2025-06-28T19:15:58.815996,tablet,Mendonça/MG
03d7e446-9efe-4190-ac29-ef457262f4b0,U04754,C019,open,2025-06-22T18:45:58.815996,tablet,Santos/PE
d916a353-ba3e-4de2-a1fd-b6e0185056cd,U01081,C009,open,2025-06-12T18:43:58.815996,desktop,Silva de Novaes/TO
417f9bc7-df00-4385-a76e-9db95c00a915,U01512,C017,open,2025-06-20T16:50:58.815996,desktop,Mendonça de Lima/PR
d13a7515-e934-4d4c-a23d-29ecebde13db,U00562,C001,open,2025-06-04T19:19:58.815996,mobile,Freitas de Azevedo/DF
e3457bda-e7bf-465f-b9d2-9328ec8d7158,U03925,C013,open,2025-06-16T17:00:58.815996,mobile,Martins de Ribeiro/AP
38885d8b-caf7-4888-ba47-15a4c4dec4c6,U03889,C002,open,2025-06-05T18:29:58.815996,desktop,Vieira/DF
4f8dc3b8-dd3d-4d6d-bd32-2345742105d4,U04567,C001,open,2025-06-04T16:51:58.815996,desktop,Nascimento/RJ
456e474c-80b4-48c2-a7ef-b8220991ab99,U02219,C016,open,2025-06-19T17:29:58.815996,tablet,Pimenta/PB
b4e741cc-3c8f-44c8-9108-8c00c62c809e,U00125,C016,open,2025-06-19T17:53:58.815996,tablet,Aparecida/GO
c4a49621-9dbe-41cb-a03c-399258283913,U02414,C030,open,2025-07-03T17:52:58.815996,tablet,Câmara de Andrade/GO
df6c6423-27af-418b-bb95-26d6e31c238f,U02501,C007,open,2025-06-10T17:24:58.815996,mobile,Camargo Verde/GO
de756da0-463c-4a6d-a55b-ec87b90f9461,U00952,C015,open,2025-06-18T18:48:58.815996,mobile,Fernandes do Galho/PA
0e321743-684a-4319-aa07-459906ba8769,U04619,C004,open,2025-06-07T16:51:58.815996,desktop,Ramos/SC
b059add1-b4f4-4c8d-b2a0-201a59506004,U03663,C004,open,2025-06-07T18:59:58.815996,tablet,Silveira de Câmara/GO
ab4479a9-f639-4dc5-9346-ae09a05709aa,U02619,C025,open,2025-06-28T18:21:58.815996,mobile,Nascimento/PI
26e8a7ec-1247-472b-9bb6-0dbfaa150bcb,U03878,C002,open,2025-06-05T17:44:58.815996,tablet,Monteiro/RJ
a9208700-7bfc-4bb9-8544-77f1f0bd92d0,U00717,C001,open,2025-06-04T17:16:58.815996,mobile,Vasconcelos da Mata/SC
95101437-e241-495d-8a5a-088f677eca4e,U04359,C009,open,2025-06-12T17:46:58.815996,desktop,da Cruz/RS
1557bf0a-140f-4c7e-9687-6e9e8256698b,U04111,C003,open,2025-06-06T18:04:58.815996,desktop,Ferreira/PR
c8da29e0-b2dc-41a1-bf27-d94d9920a85b,U04691,C028,open,2025-07-01T19:04:58.815996,desktop,Moraes Alegre/RN
292950e7-06c8-4677-85b4-7013412a3d2e,U03384,C015,open,2025-06-18T17:44:58.815996,mobile,Nunes/AM
97e8d23f-36f5-48b9-aaf9-ac0c31e699d3,U00664,C008,open,2025-06-11T17:32:58.815996,tablet,da Costa das Flores/SC
45d0196e-6068-4156-893b-7c8f15e1e33a,U03623,C022,open,2025-06-25T18:45:58.815996,desktop,Andrade/MS
5c469595-9cd8-4438-9056-6dd640aac86e,U02297,C022,open,2025-06-25T18:57:58.815996,tablet,das Neves do Oeste/SP
fbbe7b0a-ccd3-4ffa-bc3e-c7923110d9d0,U03569,C014,open,2025-06-17T19:32:58.815996,desktop,Pacheco/CE
d0d5f83b-1d5e-4aa1-9447-3b79964aee9b,U02612,C012,open,2025-06-15T17:14:58.815996,mobile,Barros de Rocha/RJ
1a202537-c9ea-4df3-a49e-e4053f3e37c3,U00021,C019,open,2025-06-22T17:00:58.815996,desktop,da Cunha do Sul/PA
1ce25942-d34a-4bb4-806e-b4318ada7a6a,U04662,C025,open,2025-06-28T19:27:58.815996,mobile,Moreira/MT
77ea141e-2e3e-4ad3-bd2b-56671c8274c9,U03436,C027,open,2025-06-30T17:27:58.815996,tablet,Marques do Sul/BA
b3a5b327-daaf-44c1-af77-4b3cd59eca9b,U02972,C008,open,2025-06-11T18:05:58.815996,mobile,Sousa/PB
21b8710e-87b0-4a71-bb7d-47da62a86b3f,U00436,C030,open,2025-07-03T16:33:58.815996,mobile,Vargas/MS
47b57fc9-a23e-48e5-b525-03e39c07111f,U02335,C010,open,2025-06-13T19:11:58.815996,tablet,Marques/PI
2c7df024-8dbf-49a5-94e4-cfb1b733067c,U00231,C026,open,2025-06-29T19:02:58.815996,tablet,Cirino do Norte/RO
be65b29b-d0ba-456c-8632-f26891b6031f,U02603,C006,open,2025-06-09T18:11:58.815996,tablet,Fogaça da Praia/SC
ade17fde-39cc-4754-9892-6823888bd2bb,U03295,C013,open,2025-06-16T18:02:58.815996,mobile,Sá de Goiás/RO
fec451c5-1ec6-497c-a88f-3005bc825c0c,U01563,C024,open,2025-06-27T18:11:58.815996,tablet,da Mata da Mata/SP
4f39ef1d-5388-4c64-bd0e-4a8f279f4dad,U02888,C004,open,2025-06-07T19:10:58.815996,desktop,Machado/SP
dc98f795-291b-4fed-9f86-32ddbe0eb3fb,U01561,C021,open,2025-06-24T18:29:58.815996,mobile,Marques dos Dourados/RR
b02a3613-6b76-4a6b-bc59-79b1e5b1ac4f,U04461,C004,open,2025-06-07T18:29:58.815996,mobile,Ramos/RR
25eade5d-698f-4a20-88ec-8db2a9ec7077,U01605,C019,open,2025-06-22T17:50:58.815996,desktop,Caldeira/SP
9cb21fc3-e468-4a62-81a6-b2239bcc3845,U00963,C023,open,2025-06-26T17:12:58.815996,desktop,Sousa/AL
ca495770-ed12-4bba-922f-9d3f79d6d2e3,U01384,C017,open,2025-06-20T18:39:58.815996,tablet,Vasconcelos de Carvalho/RO
7928717f-5873-4839-962a-b8555274b5e0,U01596,C024,open,2025-06-27T17:11:58.815996,mobile,da Mota/AC
2deeac69-6be5-4a0b-a95c-32b622ef6471,U02206,C026,open,2025-06-29T18:56:58.815996,desktop,Monteiro de Minas/AM
3168296e-f048-4253-968e-1ba275082847,U00589,C028,open,2025-07-01T18:47:58.815996,desktop,da Rocha/MG
d1f48e6b-0240-490b-835a-c10818cb308a,U00747,C028,open,2025-07-01T17:57:58.815996,tablet,Sales/PB
139d2841-1cc8-48b1-bcf5-b95e9b6517cd,U01369,C008,open,2025-06-11T19:12:58.815996,mobile,Rios do Amparo/PI
b1265341-c07e-48f6-8ff6-4e3595eefd80,U00077,C028,open,2025-07-01T18:35:58.815996,tablet,da Mota/AM
47e794e6-0c6b-44e5-b2c9-08a0c9ffd1c1,U03115,C026,open,2025-06-29T18:12:58.815996,tablet,Sales/MA
2150e92a-ddfc-4300-820a-a7ebb2d79aab,U02571,C015,open,2025-06-18T19:22:58.815996,mobile,Jesus do Amparo/AP
49f40ba5-261a-4d9b-9a56-3c29a86cc382,U01033,C009,open,2025-06-12T19:32:58.815996,mobile,da Cunha Paulista/BA
eaf6ff1c-c23c-4ddf-a0fc-d535dc91270a,U01752,C030,open,2025-07-03T17:34:58.815996,desktop,Cardoso da Mata/MA
ced8eb08-9ace-460d-9692-1f65d2636bc0,U01593,C019,open,2025-06-22T17:24:58.815996,mobile,Araújo de Sampaio/GO
c6cb1666-8647-4d0e-85d6-47789208f274,U00708,C029,open,2025-07-02T18:36:58.815996,tablet,Melo de Minas/AM
f8904707-100f-4ed0-909d-9d07427c0090,U03522,C013,open,2025-06-16T18:25:58.815996,mobile,Campos/PE
8166413c-e2f6-4773-955c-bd23107eed44,U01417,C014,open,2025-06-17T16:34:58.815996,desktop,Martins de Vasconcelos/AC
7fb4804b-279e-4be4-aee9-0eb661277baf,U01225,C012,open,2025-06-15T18:56:58.815996,tablet,da Cruz/CE
d9180ef3-1013-4b13-a666-7e9bf0ec5f89,U00357,C004,open,2025-06-07T18:35:58.815996,mobile,Martins do Norte/RR
6115d22b-9e1c-46cb-840d-7c318e6fbd4a,U03067,C027,open,2025-06-30T17:54:58.815996,desktop,Ribeiro da Mata/ES
c27a75c4-a5f5-4550-80f5-808c34366072,U01694,C020,open,2025-06-23T17:05:58.815996,mobile,Martins/ES
8e49bdbd-a52c-472b-8226-3112037e5ab4,U02219,C029,open,2025-07-02T17:04:58.815996,desktop,das Neves/TO
30794e77-7217-4f63-ba59-9154c7a924f4,U00651,C005,open,2025-06-08T17:59:58.815996,mobile,Ribeiro das Pedras/SP
5dceb5b3-69dc-4353-89d9-bd4b394fb311,U02354,C013,open,2025-06-16T19:31:58.815996,tablet,Ribeiro de da Cunha/RN
c2c44d31-4c77-4e36-835d-a5b7eee5eadd,U03378,C018,open,2025-06-21T19:09:58.815996,mobile,Sá/DF
b53998e0-751d-42a8-939b-f6b53eab254c,U00530,C030,open,2025-07-03T18:07:58.815996,desktop,da Luz/SE
8208f886-6d7e-4594-99f5-82d88da8a20b,U00269,C013,open,2025-06-16T17:50:58.815996,desktop,Moraes/AM
745f1e58-d7e3-4343-a605-f3635fad3905,U02133,C007,open,2025-06-10T19:04:58.815996,tablet,Macedo de Pinto/RN
e35a88b9-5bc1-4471-82de-8f48bdd1681d,U00895,C023,open,2025-06-26T19:05:58.815996,desktop,da Luz/MG
579cedf9-7b4d-4a3d-b893-82cc47e06e2e,U02981,C001,open,2025-06-04T16:59:58.815996,desktop,da Paz/PB
91f1f449-48c4-4aee-9e38-4bed7bacc32e,U02964,C022,open,2025-06-25T19:13:58.815996,tablet,da Paz/PE
6a8481c3-0d8d-4147-ba3b-8817b062fa3c,U04181,C011,open,2025-06-14T18:05:58.815996,desktop,Caldeira/RO
b58d0b0e-695a-45f7-bd7c-75a1e3a87f39,U03497,C001,open,2025-06-04T17:32:58.815996,tablet,Araújo/AP
166d1a45-f594-47f0-b64f-59df6e5e2a2f,U03082,C023,open,2025-06-26T17:33:58.815996,desktop,Vargas da Mata/ES
95c254df-12fc-420c-8563-2b6141992e9c,U01563,C022,open,2025-06-25T17:06:58.815996,desktop,da Cruz/AP
f8a6bc1a-973b-4ab5-8646-5f76e3b51438,U04088,C023,open,2025-06-26T16:58:58.815996,tablet,Fogaça das Flores/TO
a5625fa7-2311-4e16-888f-4e3ad516a434,U03565,C018,open,2025-06-21T18:14:58.815996,desktop,Brito do Galho/SE
8fb05c4e-e154-4342-9482-62f38af15b5b,U03355,C024,open,2025-06-27T19:02:58.815996,mobile,Cavalcante/PB
a34480f9-76cb-41ee-b8bc-127588008895,U02668,C012,open,2025-06-15T17:55:58.815996,mobile,Peixoto de Minas/TO
a3a0e60d-57ef-4cfe-b295-0f3d925a280a,U04869,C020,open,2025-06-23T19:19:58.815996,mobile,Araújo de Almeida/ES
3497dae8-8d22-4186-9e89-21dd5a74127e,U03779,C011,open,2025-06-14T16:39:58.815996,tablet,da Costa dos Dourados/GO
3a089a40-cc5f-45e7-9d19-dc17f2f0394c,U02329,C030,open,2025-07-03T17:17:58.815996,desktop,Siqueira/TO
35fb20e7-4954-4924-a605-742a624ce4ed,U00659,C002,open,2025-06-05T16:34:58.815996,mobile,Fogaça/MG
a59af3e2-154a-4b5e-99c7-511ac4bf0494,U04065,C022,open,2025-06-25T16:53:58.815996,mobile,da Rocha de Alves/TO
cd701a46-ebd4-411b-b8a4-1a79baf8f982,U04599,C022,open,2025-06-25T16:47:58.815996,mobile,Costela das Flores/BA
aa1b9bba-5299-4f53-a39e-6690c5a4cc0f,U02342,C027,open,2025-06-30T17:56:58.815996,desktop,Borges Grande/DF
1124d320-3cad-4c5f-b8b9-ebde299eda89,U02278,C003,open,2025-06-06T18:19:58.815996,mobile,Barbosa/TO
e1e7e5a6-5a87-43fb-81f9-e6fd15ab59d1,U03423,C028,open,2025-07-01T19:02:58.815996,desktop,da Luz do Campo/RS
08310d67-e8e5-4395-a454-6574d7c7b79b,U03552,C007,open,2025-06-10T18:56:58.815996,desktop,Camargo/RJ
ac7bab96-0776-4538-b41e-2bd72a13b02d,U02327,C026,open,2025-06-29T17:37:58.815996,tablet,Porto/BA
e2fca2b2-c080-4d5d-b327-fa04dd731e15,U01159,C020,open,2025-06-23T19:13:58.815996,tablet,Garcia/AC
d3f2fe5d-3649-426c-9e3c-54930a3d49b4,U01119,C003,open,2025-06-06T17:08:58.815996,mobile,Caldeira de da Cruz/SC
fe460115-09fa-4d74-8a01-431a49be5c5d,U04306,C028,open,2025-07-01T17:32:58.815996,mobile,Rezende Verde/DF
1d220947-9beb-4dcc-9d51-cb3104cda2bb,U03085,C002,open,2025-06-05T19:25:58.815996,tablet,Viana/AL
8fe439a0-9c18-4874-a4ee-6a1e525a8d8d,U04565,C018,open,2025-06-21T18:44:58.815996,mobile,Cardoso da Serra/AP
8691752d-dafd-42a4-9ae5-2cbd7137e08a,U01961,C021,open,2025-06-24T17:22:58.815996,tablet,da Luz da Serra/RS
a1975f9a-deb1-4410-87b8-5134f27e5d5d,U03499,C028,open,2025-07-01T17:50:58.815996,tablet,Viana dos Dourados/RS
f278373d-412d-4bac-9c8f-2318d019738b,U03326,C013,open,2025-06-16T18:59:58.815996,tablet,Souza/SP
af81f30c-0a33-43b5-b7d9-2923bca37bba,U03944,C002,open,2025-06-05T19:27:58.815996,tablet,Costa da Prata/GO
66689120-3afc-4663-a6d1-96ba28c872b8,U04413,C029,open,2025-07-02T18:56:58.815996,desktop,Dias/SP
cd285243-6809-4b70-b4c8-da72ddf56554,U02267,C016,open,2025-06-19T17:05:58.815996,mobile,Campos do Campo/TO
00993152-3bbd-42c0-8d18-96986ed040d5,U00152,C022,open,2025-06-25T17:28:58.815996,mobile,Caldeira Alegre/RO
a1024cc9-7368-4674-b472-b12a2163e4ff,U02377,C002,open,2025-06-05T17:40:58.815996,tablet,da Mata Grande/PA
3bea3be0-1a08-4dc2-bf73-e31d18a6bb30,U01758,C009,open,2025-06-12T18:48:58.815996,mobile,Nascimento/GO
8ebd6f10-155e-4233-a714-0e563efe126a,U02307,C016,open,2025-06-19T19:26:58.815996,desktop,Dias do Oeste/PB
b383d2f9-351c-4ceb-869a-d8916269d566,U00855,C021,open,2025-06-24T17:35:58.815996,tablet,Nascimento Grande/MG
c7f3e504-ae28-4795-9876-ec964f0b8c41,U03840,C014,open,2025-06-17T18:05:58.815996,desktop,Silveira/RS
6cc64981-ce94-4644-bcf8-5849e284d222,U03023,C024,open,2025-06-27T18:20:58.815996,mobile,Araújo da Prata/AM
57dd6784-ea8f-4145-b286-802d8aa32fc1,U00637,C020,open,2025-06-23T17:08:58.815996,mobile,Pimenta Verde/TO
0453876e-b6e5-42c7-897b-693fc15b6af1,U00515,C003,open,2025-06-06T18:48:58.815996,tablet,Andrade da Serra/SE
93d95950-8fdd-44f5-ac98-a3bb21ede793,U04088,C005,open,2025-06-08T17:08:58.815996,mobile,Carvalho/DF
1fa43b69-3db2-4715-8e94-9385a75c965b,U03984,C014,open,2025-06-17T17:27:58.815996,mobile,Novais da Praia/RJ
b82dfd09-7ce6-42b1-b869-78d27c9d0d30,U01630,C017,open,2025-06-20T18:14:58.815996,desktop,Ferreira/PE
a9c799e7-d626-4fe9-bb79-70988cb8be59,U03248,C004,open,2025-06-07T18:36:58.815996,desktop,Sales/DF
211c822f-7eaf-4a17-8cbb-4469258fdf81,U03963,C003,open,2025-06-06T19:16:58.815996,tablet,Ramos da Serra/PE
76cbf104-166e-49b2-8ce7-70e573e06902,U02664,C021,open,2025-06-24T17:30:58.815996,mobile,Fernandes/AC
dfb7a42b-edc5-4c8f-96ac-5d426849194f,U02005,C005,open,2025-06-08T17:21:58.815996,desktop,Dias de Aparecida/PR
25345a47-ce14-4c56-bced-15650ea8934c,U02068,C009,open,2025-06-12T17:02:58.815996,tablet,Pacheco/RO
4d4ca39e-f473-4a6d-9fa6-677700e4f9a9,U03105,C021,open,2025-06-24T18:24:58.815996,tablet,Cunha de Fonseca/GO
e50a2843-0716-41af-bc41-c3699ec7e0fa,U02740,C008,open,2025-06-11T18:21:58.815996,tablet,Cardoso da Praia/CE
9c8078ea-501c-49a9-b3de-010d15269866,U04870,C007,open,2025-06-10T17:54:58.815996,tablet,Santos do Amparo/PR
69a91bf3-14f6-41f5-b0e1-1f27babd0430,U01920,C020,open,2025-06-23T19:04:58.815996,mobile,Mendes de da Cunha/MA
5d46c492-d23b-4892-ae7a-c7a11e9d8f35,U01704,C014,open,2025-06-17T18:31:58.815996,desktop,Nunes das Flores/GO
36afe740-540c-438e-8e5c-7e7ced419c6a,U04070,C009,open,2025-06-12T16:36:58.815996,mobile,Andrade/MA
de91f80c-3d2d-4fc1-9f55-beb9621ef11b,U02955,C005,open,2025-06-08T17:30:58.815996,tablet,da Paz do Norte/AL
a51e678f-136d-4d22-8499-23f2a8894326,U03922,C022,open,2025-06-25T16:50:58.815996,tablet,Albuquerque das Flores/RJ
365fbb62-4523-4509-8e7c-d2408b435854,U02177,C019,open,2025-06-22T17:31:58.815996,tablet,Gomes/MA
9fee0357-40e3-40e2-a8cb-5ea9ee74866a,U03937,C006,open,2025-06-09T18:00:58.815996,mobile,Cardoso dos Dourados/MS
4ebf545a-1a71-45eb-86c1-cefb0782223d,U02723,C026,open,2025-06-29T18:49:58.815996,mobile,Costela do Amparo/PB
fc046098-5ee7-428d-8adc-7ec9a4349467,U01181,C029,open,2025-07-02T19:15:58.815996,desktop,Viana/TO
b1ca78f0-bf0a-4533-837c-6882bb1d3ddc,U03314,C026,open,2025-06-29T18:29:58.815996,mobile,Rezende da Mata/RS
567b6156-eb9c-4adc-a073-fea9bc27a522,U00390,C006,open,2025-06-09T18:10:58.815996,tablet,Almeida Verde/AM
803aae4d-7d9c-4f61-8fd8-dc62374429dc,U04655,C008,open,2025-06-11T18:31:58.815996,tablet,Campos/AC
26dc579e-75bf-467f-bb10-a721a3c649c3,U02871,C009,open,2025-06-12T19:07:58.815996,tablet,Alves dos Dourados/CE
