click_id,user_id,campaign_id,link_clicked,click_time
6a79480d-1baa-48d0-8fc4-0ad22d556780,U04495,C016,/destaques/calcados,2025-06-19T17:07:45.815996
3c322328-75c0-4e03-b687-6995b606a0d3,U01865,C022,/novidades/beleza,2025-06-25T17:04:38.815996
071d7550-f1af-4ac9-915d-16b447591e45,U01382,C026,/produtos/eletronicos,2025-06-29T18:18:21.815996
b6af088a-e022-4918-9f64-87c66409d8de,U01539,C013,/promocoes/livros,2025-06-16T17:28:03.815996
32841940-b475-48b8-af14-2c82b9df0fb9,U02566,C008,/destaques/moveis,2025-06-11T18:11:30.815996
07c3fe8b-7660-4f33-b18a-fa35f8e0a684,U01043,C007,/novidades/roupas,2025-06-10T19:45:30.815996
ecc80bff-339f-4477-8b53-6e88dfb705ff,U01370,C002,/destaques/roupas,2025-06-05T17:35:32.815996
53ff9737-f06c-4618-b772-fbd5b1b87e1c,U04572,C009,/produtos/beleza,2025-06-12T19:33:21.815996
1bfede09-566b-4281-83c7-c4f532aff571,U04262,C014,/promocoes/calcados,2025-06-17T19:18:56.815996
a2c553b3-51b1-4edd-8d53-d62cbb608e70,U04350,C006,/destaques/beleza,2025-06-09T17:57:11.815996
f1f1441a-37bf-48dc-8d6d-f7dd23a79e25,U01459,C009,/destaques/beleza,2025-06-12T16:55:22.815996
ea687c7d-8a5f-419b-9880-eb7d8f7bf125,U04033,C024,/destaques/calcados,2025-06-27T17:08:06.815996
11ee3c20-f569-4878-9e77-ed251a632500,U04708,C008,/novidades/calcados,2025-06-11T17:52:55.815996
2cc69d85-6a9e-4b24-9c8e-8efb4bc2381b,U00890,C006,/destaques/calcados,2025-06-09T17:37:15.815996
61121c57-8b48-44b9-abcd-d5cb91109834,U02926,C007,/produtos/moveis,2025-06-10T19:38:37.815996
88e22fb8-0afa-4106-8cb8-9f5b8bbd4520,U03335,C022,/destaques/eletronicos,2025-06-25T18:07:22.815996
5d07282b-862e-4f40-b310-00a8b2c8b50d,U02133,C012,/produtos/livros,2025-06-15T16:58:22.815996
ece07337-9514-4ce9-b4e9-5654fdeec12f,U01355,C003,/novidades/moveis,2025-06-06T19:57:49.815996
248ca9ff-18d3-4b28-971d-6b06134ba0a9,U02220,C028,/destaques/roupas,2025-07-01T19:20:18.815996
2dab93c6-ebe6-471c-8f24-7b6832b9dc6f,U03732,C020,/destaques/calcados,2025-06-23T17:44:35.815996
687a7252-517b-4a45-be2d-b0ffa5348527,U00974,C020,/novidades/livros,2025-06-23T17:12:58.815996
fc187f63-ab81-40de-8963-a7f4a7034256,U04045,C030,/promocoes/calcados,2025-07-03T17:59:17.815996
e54d0122-0058-4969-9659-c629983a5d30,U02460,C011,/promocoes/beleza,2025-06-14T18:35:44.815996
55c0edd5-06e1-4e6b-b6c3-c665894bf643,U01513,C025,/produtos/eletronicos,2025-06-28T19:25:26.815996
a2847d80-fd4a-4d97-b7b9-befedf655989,U02075,C017,/promocoes/beleza,2025-06-20T18:18:01.815996
28ed7aa0-3609-41e7-b854-2bd20a2bb439,U00682,C003,/produtos/eletronicos,2025-06-06T17:38:49.815996
9735a55a-92a9-4074-9b48-4fc3ff2020a6,U04055,C006,/promocoes/livros,2025-06-09T18:18:13.815996
f1d4514e-db7e-47ca-9a71-4d58bb72ada5,U04438,C016,/destaques/moveis,2025-06-19T19:29:15.815996
ad870eb4-f184-40f3-a9e0-767cba71ad27,U01631,C005,/produtos/roupas,2025-06-08T19:12:21.815996
28f93405-e237-4a49-9b0d-7623e4947c6e,U03863,C011,/destaques/roupas,2025-06-14T18:49:35.815996
ce67d911-5922-4160-9531-50699662105e,U02452,C007,/produtos/eletronicos,2025-06-10T19:11:56.815996
b66927d3-85b6-4e10-9cde-7be3775fd2f8,U03589,C010,/destaques/beleza,2025-06-13T17:20:44.815996
5de4f42f-3c2d-4fc1-a883-c79305790dd7,U02406,C018,/produtos/beleza,2025-06-21T17:58:06.815996
5655a947-6551-48e1-81aa-43202c1e7220,U01585,C014,/destaques/eletronicos,2025-06-17T18:03:24.815996
94d6df89-3a07-4148-9fa7-dcf07c8c94d0,U00041,C016,/produtos/eletronicos,2025-06-19T18:33:04.815996
e0498ec9-cfb9-43bf-b191-94ff921a0250,U04709,C028,/promocoes/livros,2025-07-01T16:46:59.815996
c95052ab-fb77-441e-a30a-61ce346d05b6,U01298,C005,/produtos/livros,2025-06-08T16:38:29.815996
6f184940-6137-4083-ab5d-555c98d1451f,U01981,C012,/destaques/livros,2025-06-15T17:55:55.815996
47696d8e-4af8-4216-9ca5-c42b482305c3,U00570,C015,/produtos/livros,2025-06-18T18:30:29.815996
057ba5d1-0602-4d26-be9a-a91e495dd34c,U03644,C022,/destaques/beleza,2025-06-25T19:24:18.815996
48f9e766-dfb5-44ad-a3b2-b163cd321570,U03039,C004,/produtos/moveis,2025-06-07T19:06:30.815996
08fc56d7-5fc5-4980-9e29-399ed07f2add,U03031,C009,/promocoes/roupas,2025-06-12T19:22:40.815996
7591c32e-b753-4097-87bf-b3f45afbf8d9,U02017,C029,/novidades/moveis,2025-07-02T18:31:32.815996
e08e270b-02e1-464e-9949-6a098267520a,U01818,C026,/promocoes/roupas,2025-06-29T19:35:07.815996
6dd4085d-a7a9-41b9-a867-fb8071af6793,U02325,C021,/produtos/beleza,2025-06-24T18:00:40.815996
9d5a5145-da3e-4b91-aff4-e4bf52d249a8,U03758,C018,/produtos/calcados,2025-06-21T18:52:18.815996
c607c36a-0bc9-4940-9d75-882f8285a144,U04523,C018,/promocoes/calcados,2025-06-21T19:22:54.815996
2a77c9d7-6239-420c-9264-8c462f0fc3ce,U01542,C021,/destaques/beleza,2025-06-24T19:36:09.815996
6d68ebfc-2d49-4430-8ae2-abb9503b3ee1,U01603,C029,/novidades/eletronicos,2025-07-02T18:44:01.815996
68955efd-19bb-4d02-8ebe-a2286e387676,U03332,C028,/produtos/moveis,2025-07-01T17:03:38.815996
7101e653-9aff-428b-aa4d-58b31f86cc4e,U04073,C014,/destaques/livros,2025-06-17T17:10:03.815996
793e6701-d051-4c78-8808-14e51ecf3435,U04437,C006,/destaques/moveis,2025-06-09T19:13:38.815996
bf16deab-dcfa-4660-a6be-74928217e080,U04413,C026,/produtos/livros,2025-06-29T17:43:26.815996
c4781a19-0328-4af0-9238-816a41f04d6d,U03923,C015,/produtos/beleza,2025-06-18T17:15:25.815996
c3716cef-f292-432c-81cd-07eea147e67d,U02544,C030,/produtos/moveis,2025-07-03T18:43:03.815996
4d1e0dbf-e659-4231-8e72-4f66ea6f42ac,U03485,C019,/destaques/calcados,2025-06-22T18:23:55.815996
18b0f845-f9a7-416a-9d3d-16283e2f036b,U02678,C027,/produtos/roupas,2025-06-30T17:21:22.815996
4bb36191-148f-46a0-a135-b69a8d5f34df,U02302,C004,/promocoes/moveis,2025-06-07T18:53:39.815996
4463ab0a-4a5a-4ac6-946b-7a7c5aef0ba2,U02305,C023,/destaques/roupas,2025-06-26T19:28:25.815996
7d67c00f-4489-4c86-a9b1-18236f22c4e2,U04354,C002,/produtos/livros,2025-06-05T18:55:53.815996
53b80b00-d1f1-4167-b3c8-8d5f41907a68,U00925,C001,/destaques/beleza,2025-06-04T19:44:42.815996
d162bd26-5258-4d60-ac3c-ee5db26e3010,U01096,C015,/novidades/calcados,2025-06-18T17:57:18.815996
90c634da-ec56-4d91-bc64-501cfb375ece,U04013,C002,/produtos/livros,2025-06-05T17:49:54.815996
373afbaa-6d15-43eb-b3c4-40b0aee4bcff,U04191,C006,/novidades/livros,2025-06-09T17:14:40.815996
a507fc4d-c559-4cd6-9600-3172e8c69db6,U02181,C016,/novidades/livros,2025-06-19T19:03:12.815996
6da9cdca-d3ea-4717-87d9-1d80b6885129,U03836,C020,/produtos/moveis,2025-06-23T18:11:38.815996
a885ba33-c596-4548-89a6-09254e76559a,U04230,C026,/novidades/eletronicos,2025-06-29T19:17:24.815996
c4ddb98d-273b-48fa-a512-0519ef59de1e,U03023,C013,/promocoes/moveis,2025-06-16T18:15:48.815996
185f547e-61d4-495f-b4a2-7894983c1876,U03001,C001,/promocoes/eletronicos,2025-06-04T17:29:37.815996
21ae25e4-600f-4351-9e84-0b81876544d3,U02128,C019,/destaques/livros,2025-06-22T17:18:16.815996
4cd5f971-9e16-4856-b52e-6555524648ab,U03488,C020,/promocoes/beleza,2025-06-23T18:07:21.815996
4529f9ee-693e-4287-bbca-409d0875dce9,U01242,C001,/produtos/livros,2025-06-04T18:59:18.815996
99c68c61-20d4-4179-a5fc-518e63975c5b,U02604,C025,/destaques/beleza,2025-06-28T19:05:09.815996
f68e1098-5def-4884-9ca9-c10dea0421b1,U02977,C012,/produtos/beleza,2025-06-15T18:51:52.815996
c0ac43b9-ee18-44cf-8162-5293c162063a,U01935,C015,/novidades/livros,2025-06-18T18:58:23.815996
0b42c3ff-dac0-493f-9e4e-b0cdf3e082a9,U04142,C003,/promocoes/beleza,2025-06-06T17:34:55.815996
5e7538a3-0e0b-424d-ba01-1c3f24077778,U02683,C024,/destaques/calcados,2025-06-27T17:46:11.815996
16aad424-1131-4900-8404-d52c116e9022,U04968,C028,/novidades/livros,2025-07-01T17:29:43.815996
d8579e36-d26e-4c44-997a-fc80d0b3f65f,U02247,C004,/destaques/calcados,2025-06-07T17:42:47.815996
0e7606a0-7c99-4aa7-9a59-caaa2f84caeb,U00908,C019,/novidades/calcados,2025-06-22T17:07:51.815996
9e9f92ba-f3d7-4aa2-87ae-bb75ffd42eb1,U03325,C019,/novidades/livros,2025-06-22T18:33:48.815996
e6723434-7f0c-4ed8-9380-fc789ec93e2d,U04571,C021,/produtos/roupas,2025-06-24T17:08:28.815996
ac9fa953-72f2-4482-af89-d076bc7d6e55,U01753,C003,/novidades/roupas,2025-06-06T19:28:54.815996
4d2a2a2f-8761-45ed-953b-b4ce4732659a,U04490,C005,/produtos/beleza,2025-06-08T18:27:56.815996
d6cc3e4d-0a08-493e-a77f-1fceed7776d4,U04240,C015,/novidades/roupas,2025-06-18T17:55:57.815996
77a3a380-cf0b-41a3-a401-9f1b3c1dde1d,U01889,C023,/novidades/beleza,2025-06-26T17:01:51.815996
fbe2c6a2-4f88-4b66-920b-eb33183d1713,U01634,C025,/promocoes/beleza,2025-06-28T19:30:18.815996
7041bcce-9d48-4a1a-93d4-7878b2678c1b,U04517,C026,/destaques/calcados,2025-06-29T19:49:19.815996
f9c69c4f-5621-4674-bb02-7a1993cb8f0f,U00213,C016,/produtos/calcados,2025-06-19T16:42:59.815996
8821407c-c417-46e4-9e36-3a959e66b90e,U01377,C014,/produtos/livros,2025-06-17T17:13:43.815996
659c2e9d-c197-46c9-9464-bdcd5945d6f9,U04374,C010,/destaques/livros,2025-06-13T18:34:29.815996
c76c496f-3f0d-496d-835d-8792affc14e4,U01516,C021,/promocoes/beleza,2025-06-24T19:36:55.815996
5ec21563-32d9-4951-87d4-5261b44f1aa7,U03476,C009,/produtos/livros,2025-06-12T18:46:10.815996
e71021c2-2e89-42cb-9a41-58c4d54b9e6d,U03697,C024,/novidades/beleza,2025-06-27T17:03:51.815996
4b6ceb1e-1017-47f0-876a-36379458d4f8,U04439,C013,/produtos/moveis,2025-06-16T18:06:41.815996
a1d2196a-aea2-47e7-9004-4f1a490d0472,U01925,C016,/novidades/eletronicos,2025-06-19T17:55:40.815996
1cae00f6-255b-474c-8510-ff4cddf0a500,U00014,C008,/novidades/moveis,2025-06-11T17:44:27.815996
8b737499-002a-4dcf-bbc8-8e43623f6b71,U04968,C013,/promocoes/livros,2025-06-16T18:35:07.815996
95ca9201-f9fe-4240-8079-92256cc68d15,U04880,C018,/destaques/calcados,2025-06-21T17:42:41.815996
5fbfc4d6-2d25-4a9d-acd8-5a43e9123a8f,U04516,C024,/novidades/calcados,2025-06-27T18:33:09.815996
fd72ac19-944a-44e6-98ba-34a4953a92fd,U03457,C029,/destaques/eletronicos,2025-07-02T19:38:32.815996
e2451689-1090-4a9b-a303-100ca8983383,U01558,C026,/novidades/livros,2025-06-29T17:00:44.815996
ce8bdca0-eb36-4bbf-9f78-845455bf4891,U02059,C012,/destaques/calcados,2025-06-15T19:54:39.815996
8fe8f5f3-0b91-4ec8-9a18-2c1170418efb,U02286,C026,/destaques/eletronicos,2025-06-29T17:23:48.815996
0345c864-cd18-47d1-93a1-ec733dddf79e,U02943,C007,/novidades/beleza,2025-06-10T17:37:10.815996
145fa594-ba1f-4207-bca5-d2b206d6b34d,U04114,C027,/destaques/eletronicos,2025-06-30T17:37:47.815996
ba3d8086-de43-4842-aeb9-77b4c1c90ca6,U04198,C008,/promocoes/roupas,2025-06-11T18:29:36.815996
f7c100cd-5a76-43f2-944e-0e938b51ac9a,U00953,C004,/promocoes/roupas,2025-06-07T18:05:07.815996
6554e0c6-f99a-4b4b-a65c-94a1c2729356,U03078,C005,/produtos/beleza,2025-06-08T17:24:49.815996
2e908f5c-5059-4f77-a274-29f2687221b4,U02914,C017,/promocoes/calcados,2025-06-20T19:25:58.815996
023d83ce-d5f9-4660-b93a-a438dd595d2b,U01528,C026,/promocoes/roupas,2025-06-29T16:59:54.815996
c5aeb217-d368-49c8-ada2-c91cff83457e,U03287,C005,/destaques/livros,2025-06-08T17:56:14.815996
b3378685-f6bc-41dc-86f4-883d73f32933,U01466,C018,/destaques/moveis,2025-06-21T16:46:22.815996
6eb7817e-1de7-4477-9a97-8c2852935def,U04775,C006,/promocoes/calcados,2025-06-09T19:24:46.815996
6f7043b5-3489-4cc9-a9af-5c75f21f28b3,U04719,C017,/novidades/roupas,2025-06-20T16:56:11.815996
86b8d84b-d052-4c67-9cc9-d28106807fd1,U00502,C022,/produtos/calcados,2025-06-25T17:45:30.815996
98b0ed4e-2f59-4d53-9bd6-d6d3e8a50533,U00407,C017,/produtos/roupas,2025-06-20T18:53:05.815996
5bac1651-9288-47b5-a447-ffa713cec3ef,U04399,C026,/novidades/calcados,2025-06-29T18:55:05.815996
309cdd0c-5e62-4bce-80a8-fff5b366feef,U04466,C008,/novidades/eletronicos,2025-06-11T18:50:10.815996
9f34cf90-fc59-451d-9992-e0e7d1fdd836,U03770,C022,/promocoes/calcados,2025-06-25T19:02:13.815996
d862b0e9-7b53-4978-a70c-38d7afb3423c,U00592,C026,/promocoes/calcados,2025-06-29T18:23:42.815996
4dd17b26-5732-4a69-9553-978f5eeba82d,U04185,C005,/produtos/beleza,2025-06-08T19:33:29.815996
5a410b16-4208-4fa5-b3ac-25f24818aed2,U00645,C029,/produtos/calcados,2025-07-02T17:59:16.815996
a87d57dc-6a28-409f-b8c5-15b77b8e9358,U01049,C004,/produtos/beleza,2025-06-07T18:53:45.815996
4f7ce6de-645d-41d1-bc41-27afbc767edd,U01202,C013,/novidades/eletronicos,2025-06-16T17:44:07.815996
21d74791-983b-469e-aa5e-44559f019ccb,U00470,C024,/destaques/beleza,2025-06-27T18:25:05.815996
65edfdba-4039-42ea-9c57-66c9a417e5cf,U02697,C007,/destaques/moveis,2025-06-10T17:22:49.815996
4fdc3cbc-2c03-4c70-bc7d-6c8772e08733,U00213,C015,/destaques/livros,2025-06-18T17:40:06.815996
9a6842a7-8314-41f8-b0f1-57fa06163334,U04417,C017,/promocoes/calcados,2025-06-20T18:36:53.815996
7cb559df-2dee-4b7e-8804-2d757570c7e6,U04745,C006,/novidades/beleza,2025-06-09T17:35:54.815996
2f052802-38d4-4d15-ac82-7bbc109f1657,U03993,C022,/destaques/roupas,2025-06-25T17:54:46.815996
6a9bc61a-200a-44d2-b180-0a614574d823,U00702,C013,/promocoes/roupas,2025-06-16T17:01:59.815996
0672beeb-8ba3-4966-80d4-16569f037698,U04940,C026,/novidades/livros,2025-06-29T18:14:42.815996
7f11a408-789f-4915-a090-e0015afc1de0,U02442,C018,/produtos/eletronicos,2025-06-21T16:50:29.815996
53a7ecec-44a4-4143-b722-718f17ef41e9,U00194,C001,/novidades/roupas,2025-06-04T16:38:57.815996
bfbde639-a737-4036-81bf-cfeafc67af99,U02966,C017,/novidades/roupas,2025-06-20T17:11:02.815996
73b62b60-9a6d-4591-8dcd-5e5b1627ab9b,U02115,C012,/destaques/eletronicos,2025-06-15T19:32:38.815996
493a388d-45fc-480b-9a44-545b15561c44,U00433,C019,/produtos/livros,2025-06-22T19:36:28.815996
06bc2ded-912c-4e4c-a6f2-1e915a12a45e,U03529,C006,/novidades/moveis,2025-06-09T16:51:55.815996
e9724865-2f97-4348-986a-42381fcf7af8,U00857,C017,/promocoes/beleza,2025-06-20T18:10:37.815996
574dcc0d-7646-4df1-b46f-a4360df949bb,U01663,C012,/destaques/eletronicos,2025-06-15T18:19:32.815996
3cb05b4b-809e-4172-a9fd-0decedfa2a07,U01971,C021,/produtos/beleza,2025-06-24T17:02:39.815996
8d44b608-b8f1-43e8-8805-d499cd8c1da9,U02033,C002,/promocoes/moveis,2025-06-05T19:07:49.815996
ba0aa66f-b725-40d1-bc6e-0a13a9bda7f5,U02461,C030,/novidades/roupas,2025-07-03T17:41:30.815996
e382474d-63cf-4152-808d-97f6d01c7c5d,U02067,C027,/produtos/moveis,2025-06-30T18:05:00.815996
25f73cfb-34ed-4597-8311-3e1674ddcaff,U04114,C014,/promocoes/livros,2025-06-17T18:48:09.815996
4f1d10c3-8924-4687-b396-c3410f9892b8,U04661,C028,/destaques/eletronicos,2025-07-01T16:48:14.815996
ec3735dc-3090-49c9-866f-d7f1b276dc8f,U03746,C012,/promocoes/calcados,2025-06-15T17:47:05.815996
1ddac8b8-b0d8-4204-af2b-5506a9d971f2,U04792,C006,/destaques/livros,2025-06-09T17:40:20.815996
03bd7708-00e9-4019-bdba-aace0d7b3f84,U00710,C004,/destaques/moveis,2025-06-07T19:22:20.815996
03612150-73fe-481b-b875-5f4fdfaaaee6,U02009,C019,/produtos/eletronicos,2025-06-22T16:59:07.815996
48fab659-2f51-40e5-895a-866c235b44d0,U00189,C006,/novidades/eletronicos,2025-06-09T17:04:28.815996
6fb5d4b2-c962-46c4-8029-ac513dd544cf,U00843,C011,/destaques/moveis,2025-06-14T18:04:50.815996
a7503093-07af-439b-aef4-f19282c62cd1,U04144,C024,/produtos/calcados,2025-06-27T17:47:56.815996
fed7e1b4-b1f6-4639-9a5f-9cdad7c4e2d6,U00912,C029,/novidades/moveis,2025-07-02T17:24:14.815996
636f46b1-6221-44e9-b02c-708b668eef40,U04509,C007,/produtos/calcados,2025-06-10T19:12:30.815996
47f0d774-04d4-4d47-bd7d-724dbfaa8049,U02386,C003,/produtos/livros,2025-06-06T17:06:05.815996
0c4e8c03-57db-4cdc-9c82-aa6dd955309a,U02731,C005,/novidades/beleza,2025-06-08T17:42:48.815996
816a52b0-1151-48ca-9cf8-ab0e28cc6646,U04335,C015,/promocoes/moveis,2025-06-18T18:03:52.815996
b2a656cb-90f8-4717-a37d-e0de901b2978,U01613,C008,/promocoes/livros,2025-06-11T17:37:51.815996
a94a1c6c-dab0-469d-9101-0d11fb6208a7,U00495,C014,/produtos/moveis,2025-06-17T18:12:24.815996
c0ed9ddd-a391-4c54-b4d1-d7261d0f5708,U02030,C021,/destaques/livros,2025-06-24T18:44:04.815996
14643ed8-d5f8-4142-b674-6ac78418aac3,U00757,C007,/produtos/livros,2025-06-10T18:13:50.815996
5ca06ab3-e0e8-48d3-b1a7-22f6d006bf76,U04055,C014,/destaques/roupas,2025-06-17T18:18:10.815996
2778734a-c004-444a-a1d5-18a90c338f2e,U02841,C013,/promocoes/roupas,2025-06-16T19:06:03.815996
b2021795-628e-4995-ac85-21a7b72f7752,U01481,C021,/produtos/calcados,2025-06-24T19:36:01.815996
461ea713-51dd-4e3c-8479-83b63a4b6669,U04470,C020,/destaques/beleza,2025-06-23T17:57:44.815996
723c4c24-0090-45dc-881b-30d372b3a723,U00168,C014,/promocoes/eletronicos,2025-06-17T18:19:15.815996
be1efe69-5214-4b39-af83-0d34373030df,U03118,C011,/promocoes/calcados,2025-06-14T19:06:33.815996
de463656-15f0-4977-bc85-e6e1f90db488,U00501,C006,/produtos/livros,2025-06-09T17:42:39.815996
f0bf6e2d-0af6-493e-b5b7-62083cc6b557,U03227,C024,/novidades/livros,2025-06-27T19:08:19.815996
8185908f-4f6d-49a4-a982-ba2f4bdd0511,U02844,C006,/destaques/eletronicos,2025-06-09T16:56:33.815996
53e18280-0360-4abb-9c7e-76d3edb63443,U01902,C011,/novidades/eletronicos,2025-06-14T17:59:34.815996
3b882c0c-0e19-4183-a8de-f1bc11affc05,U04344,C012,/produtos/eletronicos,2025-06-15T17:03:14.815996
abf73539-5420-470b-b58d-89b07ac93242,U04723,C029,/novidades/calcados,2025-07-02T19:26:35.815996
689239c5-67e7-4139-9735-15807a0e4b55,U01970,C015,/novidades/calcados,2025-06-18T18:53:11.815996
370d200f-2645-4f4d-9229-db3857572d09,U04454,C025,/produtos/calcados,2025-06-28T18:09:23.815996
be2dc1c4-5e0c-43ee-939b-fff73a97eeb0,U01176,C004,/novidades/livros,2025-06-07T18:50:21.815996
482cf143-6071-4b4e-9582-5a6039e20d4d,U00811,C009,/promocoes/roupas,2025-06-12T19:54:45.815996
70694549-5bb8-4e65-b481-07f7b1fbdafd,U02024,C010,/produtos/moveis,2025-06-13T18:43:04.815996
990c885f-299e-40d0-ba26-4efb29c39d66,U04424,C030,/promocoes/calcados,2025-07-03T18:47:26.815996
7b586b3b-4c1b-4679-932c-73e001c748e4,U02543,C015,/novidades/calcados,2025-06-18T16:47:45.815996
04868e4a-27eb-40f5-aec0-826377191f1c,U03806,C005,/novidades/beleza,2025-06-08T18:02:52.815996
af42e1f3-c41d-4c87-a713-9354224c9946,U02941,C030,/produtos/calcados,2025-07-03T17:48:15.815996
5f6332d8-a4f1-470c-8089-fadade179654,U03028,C019,/novidades/moveis,2025-06-22T17:30:55.815996
c9fd9f45-51e8-4f7d-88f8-ba6f47cb7be1,U01140,C018,/produtos/livros,2025-06-21T18:50:25.815996
b2e0578c-297b-451c-98b9-4617598b6be5,U02317,C005,/produtos/roupas,2025-06-08T17:04:20.815996
1b70f73e-d65b-4bf8-ab0d-f3743e7107f8,U00691,C020,/promocoes/beleza,2025-06-23T16:41:36.815996
511e3197-3cfa-43a9-8a62-0531c3333c76,U02112,C019,/novidades/moveis,2025-06-22T18:52:01.815996
d103da80-9658-453e-ad68-28375bc714c9,U03951,C008,/promocoes/roupas,2025-06-11T17:42:10.815996
1ee11ef5-e9c3-4817-8175-95ca6dfc48ca,U00884,C021,/produtos/livros,2025-06-24T18:12:56.815996
9aa1d29c-c3d7-4464-b51e-d4ad743ab3f9,U00295,C017,/destaques/calcados,2025-06-20T19:17:10.815996
a5f3948d-f2c0-4c0f-b44e-10c3691e1f51,U02223,C024,/promocoes/livros,2025-06-27T18:04:48.815996
30b45e3e-6b2e-4b68-b8e1-a7c1568e22d5,U00700,C002,/promocoes/livros,2025-06-05T17:15:13.815996
0ffd25fc-6ceb-4af7-a889-0c89254d0307,U02079,C021,/promocoes/livros,2025-06-24T17:29:51.815996
c456e1f5-1c46-43af-a2d7-b2b879acf0dd,U02495,C025,/promocoes/moveis,2025-06-28T18:19:09.815996
5838d16b-761f-4a05-943e-50ca800770e0,U01873,C010,/destaques/calcados,2025-06-13T18:54:38.815996
c6b72848-c8e9-498e-8fad-4af98426b875,U04114,C009,/destaques/beleza,2025-06-12T18:15:03.815996
732ec5d0-61f2-459b-b579-7dd507a3334b,U00429,C021,/novidades/moveis,2025-06-24T19:39:49.815996
697fba68-7ab6-4b1b-800c-658c25503c1c,U03006,C003,/promocoes/calcados,2025-06-06T17:49:47.815996
bc26a214-2587-40f6-b6f9-de8685fd11d5,U04102,C024,/promocoes/roupas,2025-06-27T17:19:28.815996
0428d8e9-c00f-4cc1-ab27-07805d2bf01d,U04297,C009,/destaques/eletronicos,2025-06-12T18:44:55.815996
07d23988-ad2d-4625-876b-a557785a6c5e,U00810,C024,/produtos/roupas,2025-06-27T17:13:03.815996
